"S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","S3.1","S3.2","S3.3"
"Glyma02g40650.1",4.409914796,4.936976565,4.841522825,2.504094126,3.081390186,3.077327899,4.029452583,3.457575535,2.979755932
"Glyma08g26390.1",0.802444419,0.802444419,0.802444419,2.504094126,2.152379961,0.802444419,3.919421798,3.599612774,4.143559112
"Glyma02g11270.2",5.055331333,4.259121106,4.420187929,3.82347168,3.75743533,2.815709867,2.970397346,3.070683037,0.802444419
"Glyma11g19530.2",3.189934035,4.503860824,4.183726338,5.277342903,4.038849525,4.697669934,5.885144722,5.304058119,5.382087334
"Glyma07g19100.1",9.831404597,9.674669871,9.763764977,10.17980038,10.35792241,10.19020563,10.45716456,10.6084286,10.75359216
"Glyma11g05750.1",6.713756545,6.470849671,6.686627386,4.08008541,4.001936034,3.930005221,2.970397346,3.212346128,2.979755932
"Glyma18g45970.4",3.60822179,3.587762083,3.491326922,3.100206401,2.750602782,0.802444419,3.181867923,3.256422827,3.680652147
"Glyma08g16240.4",2.57615938,0.802444419,1.488107454,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,2.134442499
"Glyma19g37760.3",0.802444419,1.806181881,1.969199029,3.100206401,2.652548323,0.802444419,2.400776787,1.780646184,0.802444419
"Glyma08g15000.1",7.137474729,6.620140729,7.124590672,7.007091071,6.700626045,7.018397615,6.685748054,6.804135202,6.785917358
"Glyma19g24751.1",3.189934035,1.806181881,2.528801926,2.504094126,3.46073552,3.648803158,3.919421798,3.419649007,2.979755932
"Glyma13g37945.1",3.928861976,4.259121106,4.27707327,3.508926494,3.081390186,3.796464751,3.525391014,3.119595914,3.255648587
"Glyma18g35300.1",7.389478185,6.580933847,6.94350569,7.0958729,6.767388331,6.377522066,6.63505931,6.645085019,6.785917358
"Glyma06g03830.2",7.363555892,7.239450758,7.263004805,6.624867975,6.404574682,7.323690682,6.286602886,6.47982197,5.965018756
"Glyma08g28515.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma01g08730.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g04315.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g28600.1",4.600559949,4.324366604,4.392694045,3.82347168,3.80126414,2.815709867,4.029452583,4.103872489,4.491656415
"Glyma08g07880.1",11.88761571,11.5368581,11.86084235,9.382426814,10.22521555,10.64383019,4.758264225,5.209585839,5.075072909
"Glyma16g21560.1",5.759811393,5.833970999,6.242265361,6.912483062,6.594302408,6.611150492,5.855914104,6.107959789,6.071597943
"Glyma01g03710.2",5.677956063,5.618378511,5.245246549,5.375348724,4.948985229,4.697669934,4.315904794,4.612726465,5.205851824
"Glyma17g06401.1",0.802444419,3.070193613,2.634493029,2.504094126,3.152509389,2.815709867,2.717845277,2.050358216,2.979755932
"Glyma08g10980.1",8.135063374,8.056602371,7.8893383,7.841207396,8.201978751,8.134781025,8.01188437,8.185563442,8.151049719
"Glyma08g15300.2",0.802444419,3.475608771,3.060366475,4.485384761,4.303866771,4.365060981,3.669489075,4.545334277,4.853410018
"Glyma19g32520.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g41540.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g12193.1",2.57615938,3.219282553,3.060366475,3.508926494,4.786233243,4.967301182,5.732669997,5.895433068,5.680574182
"Glyma19g05570.1",3.189934035,3.691498409,2.731821462,0.802444419,1.773750117,0.802444419,5.09562789,5.661952448,4.853410018
"Glyma17g29950.1",0.802444419,0.802444419,0.802444419,3.100206401,2.429190874,2.485804332,4.399832955,4.629088952,4.591037204
"Glyma06g07140.1",9.022270858,8.844198574,9.106985905,8.830256112,8.919136312,8.747622957,8.968438395,9.149686521,8.950834172
"Glyma13g41660.1",4.768720191,4.851423497,3.93848481,5.277342903,5.539702707,5.140715616,6.023010791,5.8613558,6.233385717
"Glyma09g22324.1",3.189934035,5.333533195,4.758040717,4.93540082,5.392173091,5.521175422,4.693415826,4.677081172,4.491656415
"Glyma05g21411.5",0.802444419,1.806181881,1.763406798,2.504094126,1.773750117,0.802444419,1.960025921,1.606099385,0.802444419
"Glyma13g40900.1",5.910758846,5.48299592,5.945881101,4.08008541,4.764524293,4.541038243,5.368578813,4.661262186,4.931168661
"Glyma19g37031.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g06880.1",6.047376089,5.395194889,5.73352187,4.485384761,5.741556707,5.60240866,5.855914104,5.935289199,6.036940311
"Glyma09g37760.2",3.60822179,1.806181881,2.412894115,2.504094126,2.152379961,0.802444419,0.802444419,2.050358216,2.134442499
"Glyma07g07540.4",2.57615938,2.902131009,2.906502055,2.504094126,2.841576602,2.815709867,3.669489075,3.565451044,3.85248678
"Glyma04g06273.1",5.294105324,5.618378511,4.920405151,5.058658307,5.589807613,4.904501348,4.991751957,5.448898555,6.001428333
"Glyma14g12600.1",0.802444419,0.802444419,1.488107454,0.802444419,1.773750117,0.802444419,1.960025921,0.802444419,0.802444419
"Glyma10g43300.2",3.60822179,3.788031682,3.491326922,4.08008541,3.284326375,2.815709867,3.525391014,4.103872489,4.143559112
"Glyma05g31990.5",2.57615938,0.802444419,2.284122113,0.802444419,1.495619672,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma02g11530.2",3.189934035,3.587762083,4.048843376,6.103245458,5.66183822,5.245681607,5.632778195,5.797907773,5.004924918
"Glyma13g34935.1",0.802444419,0.802444419,2.284122113,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma16g21480.3",0.802444419,0.802444419,2.284122113,0.802444419,1.495619672,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma03g10390.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g44045.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma01g28491.1",0.802444419,2.195941712,0.802444419,0.802444419,1.773750117,0.802444419,2.400776787,1.606099385,3.255648587
"Glyma08g02245.1",0.802444419,0.802444419,2.138459829,5.920745874,5.918556711,6.958018759,4.936849374,5.529280247,5.141950986
"Glyma14g39080.1",0.802444419,1.806181881,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma07g02771.1",3.189934035,3.691498409,2.822146858,3.508926494,3.46073552,3.648803158,0.802444419,1.780646184,0.802444419
"Glyma09g20990.2",5.98068647,6.021448446,6.366840716,4.800537794,3.964029309,3.077327899,3.525391014,3.928651336,3.484529468
"Glyma16g34560.1",4.600559949,4.503860824,4.36465844,5.467097437,4.890098647,4.268174867,4.991751957,4.677081172,4.005527029
"Glyma07g15240.1",7.771004483,7.652538121,7.300228858,9.376532927,9.915170409,9.677707926,8.26614613,8.554998366,8.71377674
"Glyma03g37910.1",4.409914796,3.691498409,3.859787307,2.504094126,3.284326375,3.648803158,3.364437003,3.728417999,2.629277496
"Glyma06g44360.3",2.57615938,2.480108018,2.528801926,0.802444419,2.152379961,0.802444419,2.717845277,2.262366414,0.802444419
"Glyma04g05150.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma17g07700.1",0.802444419,2.195941712,2.906502055,5.784818818,5.650080705,5.641367839,6.872365963,6.818406457,7.37672513
"Glyma13g28600.1",3.928861976,0.802444419,1.969199029,0.802444419,1.981549201,0.802444419,2.400776787,2.731104899,2.629277496
"Glyma03g34890.1",6.443702035,6.169799099,6.265046315,6.775834678,6.739945376,6.988524151,6.45193941,7.026332865,6.677638245
"Glyma07g10340.2",3.928861976,4.851423497,4.306872305,7.788912422,7.617454384,7.681999088,6.718576878,6.969920321,6.88663051
"Glyma17g03110.3",5.055331333,5.166704137,4.881506842,4.93540082,4.948985229,4.455765278,4.226705426,4.195029382,4.269312365
"Glyma16g32760.1",7.137474729,6.82417725,6.825893956,7.066882008,6.8155067,6.812147246,6.242125458,6.558456866,6.535961833
"Glyma03g40780.2",0.802444419,3.070193613,3.381516002,2.504094126,3.665414987,2.485804332,4.131515099,3.665507789,3.85248678
"Glyma08g45531.1",6.111114732,5.301681164,6.736371854,3.100206401,3.006235812,2.485804332,0.802444419,1.606099385,0.802444419
"Glyma09g15946.1",6.672115838,6.731743656,6.784457279,7.658971336,7.638410068,7.832503689,8.209546634,8.454663784,8.396195017
"Glyma18g05680.2",4.189719725,3.691498409,4.27707327,5.277342903,5.626273533,6.20635038,5.666851582,5.716359875,6.105441425
"Glyma08g41813.1",8.040074189,8.478829078,8.259955846,8.018204859,7.540024906,8.395983426,6.600248922,7.059751446,7.051887535
"Glyma13g42810.1",0.802444419,2.195941712,1.763406798,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g14750.1",0.802444419,0.802444419,1.763406798,0.802444419,1.773750117,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma01g06720.1",0.802444419,1.806181881,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma01g41310.1",3.928861976,4.118869227,4.083789975,0.802444419,0.802444419,2.485804332,0.802444419,0.802444419,2.134442499
"Glyma02g41390.1",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g23050.2",4.409914796,2.708883726,3.131044685,0.802444419,2.429190874,2.024570893,0.802444419,1.374338448,0.802444419
"Glyma18g22860.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g15720.1",5.400091136,5.235777397,5.275526432,4.93540082,4.890098647,5.085207333,4.554162475,4.437871554,4.683947725
"Glyma15g10770.4",3.60822179,3.475608771,3.060366475,2.504094126,3.404429577,3.295618641,2.400776787,2.731104899,0.802444419
"Glyma14g09750.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma04g07330.5",4.409914796,3.878324529,3.976240132,3.100206401,3.345703274,3.648803158,3.669489075,3.340484327,3.85248678
"Glyma17g34791.1",2.57615938,0.802444419,2.412894115,0.802444419,3.345703274,4.838822579,0.802444419,1.374338448,0.802444419
"Glyma02g40440.7",0.802444419,2.708883726,2.906502055,4.93540082,4.849451928,5.027465339,5.562111223,5.231123088,5.075072909
"Glyma04g05280.5",5.294105324,4.38674731,4.995171227,3.508926494,2.926515396,0.802444419,4.820300376,4.321632538,4.931168661
"Glyma17g12900.1",4.600559949,4.324366604,3.93848481,3.100206401,4.177549388,4.62150018,2.717845277,3.901739613,4.269312365
"Glyma13g01770.3",0.802444419,0.802444419,1.488107454,0.802444419,1.495619672,2.024570893,0.802444419,0.802444419,0.802444419
"Glyma05g04990.1",3.928861976,3.353473394,3.687729849,4.485384761,3.46073552,3.077327899,3.800033846,4.172784626,2.979755932
"Glyma13g33051.5",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g39540.2",0.802444419,2.195941712,2.284122113,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g04160.2",2.57615938,3.353473394,3.131044685,2.504094126,3.404429577,3.48353348,2.717845277,3.019892689,2.979755932
"Glyma19g37980.1",2.57615938,3.070193613,3.593010849,2.504094126,2.926515396,2.485804332,1.960025921,3.166774704,2.134442499
"Glyma09g35330.2",3.60822179,1.806181881,1.488107454,0.802444419,2.299330519,3.077327899,0.802444419,0.802444419,0.802444419
"Glyma02g16690.1",0.802444419,1.806181881,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma17g37790.3",0.802444419,2.708883726,1.488107454,4.485384761,2.750602782,2.485804332,5.144875782,5.241771817,4.931168661
"Glyma04g43000.1",6.230710205,7.012743284,5.444918813,8.768584392,9.526963861,9.485270135,9.229802822,9.442327994,9.883763011
"Glyma11g02000.2",3.928861976,4.043159278,3.641178542,0.802444419,3.220032249,0.802444419,0.802444419,2.161653477,3.484529468
"Glyma03g01080.5",4.409914796,3.691498409,3.818717943,0.802444419,0.802444419,2.485804332,2.717845277,2.59424315,0.802444419
"Glyma08g14485.7",3.189934035,1.806181881,3.323111951,2.504094126,3.843760721,3.077327899,4.029452583,3.419649007,4.005527029
"Glyma15g06491.1",4.409914796,4.760433252,3.976240132,3.100206401,4.038849525,3.295618641,3.919421798,3.846316706,3.85248678
"Glyma20g38560.2",3.189934035,4.446507418,4.183726338,5.375348724,4.849451928,3.796464751,4.131515099,4.150184819,3.255648587
"Glyma02g45480.2",3.60822179,3.587762083,2.284122113,0.802444419,3.152509389,3.796464751,2.970397346,3.166774704,2.629277496
"Glyma12g28900.1",7.955840112,8.705302112,8.360292106,8.018204859,8.505510092,8.521223603,7.813481242,7.731697186,8.297232473
"Glyma01g26940.1",3.928861976,4.259121106,4.841522825,2.504094126,3.80126414,3.648803158,3.800033846,4.195029382,4.143559112
"Glyma13g19680.1",0.802444419,0.802444419,2.412894115,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g36690.1",4.189719725,4.190730225,3.818717943,2.504094126,2.54603671,0.802444419,0.802444419,0.802444419,2.134442499
"Glyma17g09020.1",4.189719725,4.712672381,4.622904543,6.21321582,6.013341945,5.888030736,6.049068533,5.935289199,6.584750654
"Glyma17g09150.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g16240.8",2.57615938,2.195941712,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,2.134442499
"Glyma16g03860.2",4.189719725,3.353473394,3.131044685,3.82347168,3.566863045,2.815709867,3.525391014,3.530423018,4.005527029
"Glyma08g28111.1",3.189934035,3.475608771,3.262081821,3.508926494,3.006235812,3.295618641,4.029452583,3.788610379,3.255648587
"Glyma06g03450.1",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g44170.1",4.600559949,4.760433252,5.390642594,5.634708559,5.349164481,5.085207333,6.196231527,5.986771107,5.889316549
"Glyma10g16100.2",5.055331333,5.788774198,4.976842047,3.82347168,3.80126414,3.796464751,3.919421798,4.150184819,4.005527029
"Glyma17g18160.2",0.802444419,2.902131009,2.906502055,2.504094126,2.926515396,2.485804332,3.525391014,3.119595914,2.629277496
"Glyma14g38700.3",0.802444419,1.806181881,1.763406798,0.802444419,1.495619672,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma19g44760.3",4.768720191,5.017709522,4.821104258,2.504094126,3.404429577,3.077327899,1.960025921,3.070683037,0.802444419
"Glyma02g46311.1",9.50967251,9.417197122,9.498286388,7.85822608,8.123467509,7.8155909,5.525432095,5.537940464,6.322400947
"Glyma17g03461.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g25250.1",7.603932301,7.633507812,7.469909368,7.232681393,7.052564137,7.84922048,7.393163212,7.194411429,7.215709823
"Glyma17g13305.1",4.189719725,5.765632398,5.083460226,6.265206113,6.612576467,7.427527646,6.984582228,6.558456866,7.034433436
"Glyma11g29800.2",6.047376089,5.742112539,5.700456726,5.854385506,6.486132007,6.153462673,7.050527128,6.850009559,6.35089153
"Glyma19g37621.1",0.802444419,3.475608771,1.763406798,0.802444419,0.802444419,2.024570893,0.802444419,1.780646184,2.979755932
"Glyma19g33750.1",0.802444419,0.802444419,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g19690.1",4.189719725,3.475608771,4.117892782,4.297148571,3.80126414,3.48353348,4.226705426,3.599612774,4.005527029
"Glyma15g01900.1",7.884721926,7.457128556,7.699001845,6.363877518,6.671869513,6.01207112,2.400776787,2.59424315,2.629277496
"Glyma02g15531.5",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g20856.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g31930.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g13841.1",0.802444419,0.802444419,1.763406798,2.504094126,0.802444419,0.802444419,1.960025921,1.780646184,0.802444419
"Glyma12g10561.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g31670.1",5.294105324,3.788031682,4.392694045,4.297148571,4.52711229,4.541038243,4.479085791,4.753652563,4.853410018
"Glyma10g32390.4",6.230710205,6.169799099,6.428677087,6.584520332,6.810238825,6.23208373,6.857704456,6.443447326,6.485463904
"Glyma08g05040.1",8.437985263,8.139872878,8.206063041,7.987597027,8.363511735,8.168473051,7.873005971,7.986709445,8.032987491
"Glyma01g00860.2",2.57615938,2.195941712,2.412894115,3.100206401,3.220032249,3.077327899,2.970397346,3.070683037,3.255648587
"Glyma02g01505.1",3.60822179,4.503860824,3.381516002,3.100206401,3.220032249,3.648803158,2.717845277,2.664562324,2.979755932
"Glyma18g03990.1",3.60822179,3.219282553,3.641178542,3.100206401,3.404429577,3.295618641,3.181867923,3.599612774,3.484529468
"Glyma16g32871.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma08g40370.4",4.600559949,4.118869227,4.36465844,2.504094126,3.220032249,3.295618641,1.960025921,2.59424315,0.802444419
"Glyma18g49850.2",11.73171316,11.29693318,11.57070189,8.91402232,9.024087058,8.765345856,8.304484634,8.39045551,8.71377674
"Glyma09g42080.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g40880.4",0.802444419,2.480108018,2.412894115,3.508926494,3.46073552,2.815709867,4.029452583,3.665507789,3.255648587
"Glyma13g24305.3",3.189934035,2.195941712,2.528801926,3.82347168,3.006235812,3.077327899,2.970397346,3.299105444,2.979755932
"Glyma04g05370.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g43650.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma17g23691.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma05g34630.3",5.055331333,5.333533195,5.150377706,4.93540082,5.526899002,5.435078974,5.368578813,5.131555437,5.267030324
"Glyma11g13570.1",5.400091136,5.301681164,5.11730888,8.83885502,9.351356893,9.837034102,9.686952523,9.686474507,9.86414029
"Glyma17g12610.5",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma07g35391.1",4.409914796,5.538686812,3.776406608,3.100206401,2.926515396,4.051948721,0.802444419,3.457575535,2.629277496
"Glyma19g45163.1",0.802444419,1.806181881,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
