"S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","S3.1","S3.2","S3.3"
"Glyma05g25650.1",3.189934035,2.480108018,2.731821462,2.504094126,1.981549201,2.024570893,1.960025921,2.161653477,2.134442499
"Glyma14g40090.2",4.768720191,4.851423497,4.71439929,0.802444419,3.843760721,3.930005221,5.192490224,5.812250905,5.004924918
"Glyma14g06010.1",4.600559949,4.936976565,4.958275528,4.800537794,4.890098647,4.769986034,5.562111223,5.073102941,5.141950986
"Glyma02g42905.1",2.57615938,1.806181881,2.731821462,0.802444419,1.495619672,2.024570893,0.802444419,1.606099385,0.802444419
"Glyma09g38650.4",4.409914796,6.336042368,5.083460226,5.058658307,5.04205395,5.478771324,4.315904794,3.299105444,2.629277496
"Glyma03g27081.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g23520.1",5.179675485,5.395194889,4.692068797,4.93540082,5.179443994,4.268174867,5.238576563,5.241771817,4.931168661
"Glyma20g06750.1",4.189719725,4.663261021,4.692068797,3.508926494,1.981549201,4.164186463,2.970397346,3.697318402,3.680652147
"Glyma04g29090.1",4.409914796,2.902131009,3.899687461,5.17215966,4.602568137,4.051948721,3.181867923,2.79429905,2.629277496
"Glyma01g19420.1",5.400091136,6.607189872,5.755150775,8.378167233,9.08967687,8.326052603,9.156840821,9.363638509,9.318377989
"Glyma18g48190.2",0.802444419,2.195941712,0.802444419,0.802444419,0.802444419,2.485804332,2.400776787,0.802444419,0.802444419
"Glyma03g18696.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g23220.4",4.189719725,3.788031682,3.198162033,4.485384761,4.001936034,3.077327899,4.399832955,3.530423018,2.979755932
"Glyma15g29900.3",3.60822179,4.259121106,4.622904543,3.82347168,3.80126414,4.164186463,4.226705426,4.150184819,4.269312365
"Glyma03g00280.1",5.759811393,6.115941588,5.973814821,6.159279455,5.868717515,5.752291414,5.632778195,5.928722631,6.138508179
"Glyma07g17870.1",8.224182388,8.541421145,8.504405788,8.00298212,8.095596558,8.337945694,7.48187206,7.658237774,7.835527244
"Glyma20g26800.2",3.928861976,1.806181881,2.731821462,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g14000.6",3.928861976,4.043159278,4.420187929,0.802444419,2.152379961,2.485804332,3.364437003,2.79429905,3.255648587
"Glyma10g42800.1",9.079120541,8.417111625,9.121615047,7.940432041,7.866129594,7.471381935,5.562111223,4.8682338,4.771186028
"Glyma15g24091.1",3.928861976,3.963154457,5.418036783,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g41500.2",6.831915819,6.36710791,6.507203969,5.984182951,6.202217507,6.306636612,6.766459845,7.213433376,6.806630577
"Glyma05g22794.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g31215.1",0.802444419,0.802444419,0.802444419,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g36630.3",5.055331333,4.446507418,4.995171227,3.82347168,4.333764552,4.051948721,3.525391014,3.119595914,3.255648587
"Glyma11g02030.2",6.713756545,6.620140729,6.455330841,3.100206401,4.869919453,4.904501348,3.525391014,3.788610379,4.269312365
"Glyma19g33620.2",7.955840112,7.620680013,8.037763675,6.500270914,6.642527763,6.611150492,6.264535744,6.030356249,6.105441425
"Glyma03g39290.2",5.677956063,5.48299592,6.147359949,5.375348724,4.929623964,4.769986034,5.409425046,5.198694888,5.205851824
"Glyma07g40070.3",3.189934035,3.475608771,2.985693771,2.504094126,1.981549201,2.024570893,1.960025921,1.780646184,2.134442499
"Glyma15g23880.1",2.57615938,4.118869227,3.381516002,2.504094126,2.926515396,3.48353348,3.181867923,3.380640935,3.255648587
"Glyma11g35450.1",5.498797641,6.134118681,5.936448168,5.711719484,4.948985229,5.295421716,4.936849374,4.854402656,5.141950986
"Glyma10g44110.2",5.055331333,3.788031682,4.306872305,3.82347168,3.566863045,3.295618641,3.800033846,4.127218221,4.005527029
"Glyma17g18230.1",0.802444419,3.070193613,1.763406798,7.037296373,6.390521633,4.967301182,2.717845277,3.758838685,2.629277496
"Glyma15g10890.5",8.677726118,8.450114173,8.875050111,7.537444142,7.911105324,7.700542498,5.795610285,5.061121224,4.683947725
"Glyma09g11870.4",6.672115838,7.135064728,6.338482734,7.152162886,7.357080744,7.132063111,6.286602886,6.303315572,6.699954339
"Glyma18g50410.3",3.189934035,3.475608771,3.323111951,3.508926494,3.46073552,2.815709867,2.717845277,3.119595914,3.680652147
"Glyma11g09990.1",6.793595219,6.567624321,6.686627386,7.258552049,6.887304957,6.705997925,7.452904423,7.442587474,7.348755094
"Glyma11g17920.1",7.809914913,7.313063428,7.665161734,7.716099348,7.396276219,7.250065858,7.601081837,7.523200959,7.784242227
"Glyma03g00970.1",5.759811393,6.513122383,5.848650688,6.944713629,7.555846881,7.534760425,7.174006822,7.527550075,8.214414738
"Glyma20g26890.1",3.60822179,1.806181881,2.822146858,2.504094126,2.652548323,0.802444419,2.717845277,2.664562324,3.255648587
"Glyma19g36750.2",4.189719725,2.480108018,3.732773317,2.504094126,3.081390186,2.815709867,3.800033846,3.632951641,4.143559112
"Glyma05g19580.1",6.869244383,7.671320632,7.579946415,7.35762989,7.468269459,7.736929154,8.388468546,8.633757155,8.617439324
"Glyma05g14710.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g15620.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g14780.1",5.98068647,5.981844683,6.028107924,5.784818818,5.888860627,5.92005656,6.929565324,7.194411429,7.404163084
"Glyma04g15150.2",0.802444419,2.195941712,1.969199029,0.802444419,0.802444419,2.024570893,0.802444419,0.802444419,0.802444419
"Glyma06g17020.1",4.600559949,4.806651191,4.306872305,8.606823469,8.470882064,8.78285367,10.12362493,10.26110324,10.87007561
"Glyma13g05230.1",6.341136825,5.643990937,5.838556623,3.508926494,3.617015097,3.648803158,3.800033846,3.019892689,3.255648587
"Glyma19g24980.2",6.443702035,6.485078751,6.494409624,6.456224933,5.785203403,5.390017368,6.84289235,6.502098691,5.965018756
"Glyma02g15080.2",5.179675485,6.115941588,5.722584325,5.553342477,5.211831171,6.098559621,5.855914104,5.54654886,5.436337132
"Glyma01g40900.3",4.409914796,3.353473394,4.447160895,4.485384761,3.843760721,3.796464751,4.131515099,3.599612774,3.680652147
"Glyma01g42310.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g36711.1",3.189934035,2.195941712,2.138459829,0.802444419,1.981549201,0.802444419,2.400776787,1.780646184,2.134442499
"Glyma06g00420.1",9.975269318,10.01081207,9.918385519,7.1795049,6.74547591,7.18570399,6.750674874,6.782459946,7.334564015
"Glyma03g01530.1",7.488745589,7.784913131,7.281736914,7.427712999,7.410269112,7.681999088,8.232453592,8.283952978,8.456406533
"Glyma17g10550.1",0.802444419,1.806181881,1.763406798,0.802444419,0.802444419,0.802444419,1.960025921,1.925188497,0.802444419
"Glyma03g40315.1",0.802444419,0.802444419,1.763406798,0.802444419,2.152379961,2.485804332,0.802444419,0.802444419,0.802444419
"Glyma11g04290.4",0.802444419,2.902131009,3.060366475,2.504094126,2.750602782,3.295618641,3.181867923,2.967061604,3.680652147
"Glyma10g28180.1",6.286980845,6.169799099,6.331305197,6.664117184,6.397565283,6.098559621,6.84289235,6.696215298,6.433132668
"Glyma06g46860.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g31750.1",2.57615938,1.806181881,2.528801926,3.508926494,2.750602782,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma14g40150.1",3.189934035,3.587762083,3.131044685,3.100206401,3.006235812,0.802444419,0.802444419,2.440040652,0.802444419
"Glyma19g04990.3",0.802444419,2.480108018,2.138459829,2.504094126,2.299330519,0.802444419,2.717845277,2.731104899,2.629277496
"Glyma07g39370.1",9.20121991,8.890351008,8.82357169,6.543010958,7.431007171,7.076349867,7.197483008,7.349851443,7.804975539
"Glyma07g27540.5",2.57615938,3.219282553,3.437521613,0.802444419,2.299330519,2.024570893,0.802444419,1.606099385,0.802444419
"Glyma09g16640.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma13g23720.1",0.802444419,0.802444419,2.634493029,0.802444419,1.773750117,0.802444419,0.802444419,1.374338448,2.629277496
"Glyma10g38125.1",5.837262082,6.187313378,5.79745754,6.21321582,5.928320884,5.982047974,5.525432095,5.797907773,5.539058301
"Glyma01g00560.1",7.009586666,7.196870847,7.518099467,7.308941537,7.346203592,7.211794392,7.050527128,6.897833314,6.631942351
"Glyma17g10970.1",0.802444419,4.043159278,2.906502055,5.634708559,5.795911423,6.180149145,6.09981137,6.448044668,7.016765508
"Glyma11g08870.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g06280.1",0.802444419,2.195941712,0.802444419,0.802444419,2.429190874,0.802444419,3.364437003,4.474600105,4.853410018
"Glyma19g02900.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g20910.1",0.802444419,3.219282553,3.060366475,2.504094126,3.081390186,2.485804332,3.525391014,3.166774704,3.484529468
"Glyma13g37690.4",3.928861976,4.558995988,3.93848481,4.93540082,4.001936034,4.051948721,4.554162475,3.928651336,4.491656415
"Glyma16g31540.2",0.802444419,3.219282553,3.060366475,4.800537794,4.001936034,4.769986034,4.399832955,3.928651336,4.143559112
"Glyma20g38341.1",3.60822179,3.878324529,2.822146858,0.802444419,2.152379961,0.802444419,1.960025921,2.354658205,2.629277496
"Glyma12g32470.1",0.802444419,1.806181881,1.969199029,5.711719484,6.234048872,6.50962136,5.326537964,5.120053821,4.771186028
"Glyma09g02840.3",4.189719725,5.201655974,4.841522825,2.504094126,4.177549388,3.930005221,3.525391014,3.494481589,3.484529468
"Glyma19g32140.1",0.802444419,0.802444419,1.763406798,0.802444419,1.773750117,0.802444419,2.970397346,2.354658205,0.802444419
"Glyma06g14200.1",8.294460792,8.37572215,8.225542406,9.153429918,8.505510092,8.314060649,8.18627006,8.567723392,8.319017701
"Glyma19g37600.3",3.60822179,4.324366604,3.732773317,3.82347168,4.474495531,3.48353348,4.315904794,4.238497916,4.143559112
"Glyma13g31595.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma20g26160.1",5.837262082,5.811549924,5.40440493,4.08008541,4.697348021,4.838822579,4.315904794,3.494481589,3.680652147
"Glyma13g24305.4",2.57615938,2.902131009,3.060366475,3.100206401,3.152509389,2.815709867,2.970397346,3.457575535,4.269312365
"Glyma08g27520.1",7.106550085,7.601221849,7.16954029,7.734650072,8.044927465,8.043311207,7.618577874,7.978791019,8.159124236
"Glyma18g45582.1",5.910758846,6.30429249,5.868629006,6.044943819,5.89882751,6.257365629,6.264535744,6.282871977,6.535961833
"Glyma03g39140.1",2.57615938,3.691498409,3.776406608,2.504094126,1.495619672,2.815709867,2.717845277,2.912002562,2.134442499
"Glyma01g17820.1",10.6007813,10.6353851,10.37476568,8.905861209,9.787658027,10.10577611,6.95733612,6.637055367,7.13612346
"Glyma11g21361.1",4.409914796,5.130880254,4.499621426,7.066882008,5.966728825,6.760049141,6.264535744,6.653070201,6.65497132
"Glyma10g25670.1",7.955840112,7.639879185,7.80897585,7.258552049,7.543203215,7.323690682,7.254554216,7.720344159,7.60668516
"Glyma06g19825.1",8.165385569,8.218597935,8.141900352,3.82347168,3.617015097,4.051948721,3.669489075,3.758838685,4.143559112
"Glyma06g12736.1",4.768720191,4.446507418,3.262081821,0.802444419,1.773750117,0.802444419,2.970397346,2.854499165,2.134442499
"Glyma12g08470.1",6.047376089,5.565744113,5.620216158,4.485384761,4.447440324,3.48353348,4.131515099,3.494481589,4.683947725
"Glyma08g14120.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma06g21040.1",6.975760616,7.39821348,6.94350569,5.634708559,6.177873907,6.377522066,5.192490224,4.8682338,4.853410018
"Glyma08g11650.1",0.802444419,1.806181881,1.969199029,4.08008541,2.841576602,2.024570893,2.970397346,2.161653477,0.802444419
"Glyma16g19540.1",8.195083511,8.816343973,8.44082966,9.227334643,9.382741021,9.658868003,8.998816666,9.183149512,9.353986024
"Glyma05g28710.1",5.498797641,5.301681164,5.390642594,4.485384761,4.948985229,4.697669934,4.879759784,4.999664033,4.853410018
"Glyma19g41040.3",4.768720191,3.788031682,4.306872305,3.100206401,2.652548323,3.295618641,2.400776787,1.780646184,2.629277496
"Glyma12g14230.1",0.802444419,3.070193613,2.138459829,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma16g28510.2",0.802444419,0.802444419,1.488107454,0.802444419,2.152379961,2.815709867,2.970397346,3.212346128,2.134442499
"Glyma05g30670.7",3.928861976,3.353473394,3.060366475,2.504094126,2.54603671,2.815709867,2.400776787,1.925188497,2.134442499
"Glyma15g11330.1",2.57615938,0.802444419,2.528801926,3.508926494,2.652548323,2.815709867,0.802444419,2.050358216,2.629277496
"Glyma02g07370.2",2.57615938,3.475608771,2.528801926,0.802444419,2.299330519,2.024570893,3.364437003,3.019892689,2.629277496
"Glyma10g30150.1",4.409914796,4.324366604,4.117892782,4.08008541,3.80126414,4.051948721,2.717845277,2.854499165,2.629277496
"Glyma17g10260.1",4.768720191,4.043159278,3.859787307,4.800537794,5.433932406,4.697669934,6.412349,6.298231794,6.699954339
"Glyma19g40835.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g17280.1",6.230710205,5.395194889,5.547687564,0.802444419,3.617015097,3.648803158,3.800033846,3.419649007,2.629277496
"Glyma09g32340.1",0.802444419,0.802444419,1.763406798,0.802444419,1.495619672,0.802444419,1.960025921,0.802444419,0.802444419
"Glyma08g40260.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g18130.2",0.802444419,0.802444419,0.802444419,0.802444419,1.773750117,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma09g39920.1",0.802444419,0.802444419,1.763406798,3.100206401,3.152509389,3.48353348,1.960025921,2.664562324,3.255648587
"Glyma18g51820.1",5.910758846,5.833970999,5.786996821,2.504094126,3.80126414,4.164186463,3.800033846,4.103872489,2.629277496
"Glyma03g24110.7",0.802444419,3.070193613,2.138459829,3.100206401,1.495619672,2.024570893,1.960025921,2.262366414,2.134442499
"Glyma11g12381.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g14970.3",6.831915819,7.581497611,6.669657074,5.984182951,6.459455654,7.427527646,6.857704456,7.001532641,7.06913292
"Glyma0028s00210.1",5.294105324,4.806651191,5.182701993,6.159279455,5.650080705,5.679300111,6.471334201,6.084523874,5.849919041
"Glyma12g31920.1",8.023616271,7.973283395,7.742921412,0.802444419,3.152509389,2.485804332,1.960025921,1.925188497,0.802444419
"Glyma08g03310.1",0.802444419,0.802444419,1.488107454,0.802444419,1.495619672,2.024570893,0.802444419,0.802444419,0.802444419
"Glyma02g37251.1",2.57615938,3.219282553,3.776406608,4.08008541,4.626859074,5.390017368,2.970397346,2.664562324,3.680652147
"Glyma13g27740.3",5.055331333,5.09413947,4.499621426,5.711719484,5.211831171,5.194157371,3.800033846,4.579428056,5.267030324
"Glyma12g08770.3",5.400091136,4.806651191,5.04879387,5.375348724,5.077653981,5.716258344,4.936849374,5.036853374,4.384823783
"Glyma02g43306.12",0.802444419,0.802444419,1.488107454,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g18560.2",4.919179105,4.259121106,4.758040717,4.800537794,4.82868765,5.140715616,5.04462986,5.084985441,5.004924918
"Glyma02g44380.2",5.055331333,5.538686812,5.013269095,7.771050811,7.593126214,7.460542727,6.329748722,6.131020604,5.767735021
"Glyma15g38010.1",5.179675485,5.017709522,5.362716282,3.508926494,2.926515396,2.815709867,0.802444419,1.374338448,0.802444419
"Glyma16g09930.6",3.928861976,3.587762083,3.543105605,2.504094126,3.617015097,3.077327899,3.669489075,3.632951641,3.85248678
"Glyma08g22030.4",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma01g00440.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma12g08420.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma11g38130.1",3.928861976,3.691498409,3.687729849,3.82347168,2.54603671,3.077327899,3.800033846,3.98097683,3.484529468
"Glyma18g11844.1",4.768720191,3.878324529,4.048843376,4.297148571,3.925073038,4.268174867,3.181867923,3.632951641,3.255648587
"Glyma08g15630.1",0.802444419,3.219282553,2.138459829,5.634708559,4.41986125,5.343497585,4.554162475,4.419145887,4.005527029
"Glyma19g27633.1",5.677956063,5.017709522,5.898086248,6.363877518,6.10227381,6.12627263,6.264535744,6.107959789,5.724814166
"Glyma06g01760.1",6.713756545,6.67081129,6.428677087,6.044943819,6.369181784,6.742256249,6.617759171,6.811288485,7.06913292
"Glyma03g34351.1",0.802444419,0.802444419,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g35770.1",0.802444419,0.802444419,2.412894115,3.82347168,3.006235812,4.268174867,3.364437003,3.380640935,2.629277496
"Glyma09g15860.3",2.57615938,3.219282553,3.437521613,3.508926494,3.345703274,3.930005221,3.364437003,3.070683037,2.629277496
"Glyma10g33820.2",5.759811393,5.941121234,6.045760243,3.100206401,3.843760721,3.648803158,2.970397346,3.788610379,4.683947725
"Glyma02g37221.1",0.802444419,0.802444419,1.488107454,2.504094126,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma12g02510.4",3.60822179,2.902131009,3.198162033,3.100206401,3.152509389,3.796464751,3.181867923,3.419649007,2.979755932
"Glyma13g31601.1",3.928861976,4.118869227,4.083789975,3.100206401,1.773750117,3.295618641,3.800033846,2.79429905,2.629277496
"Glyma11g04170.1",5.677956063,5.130880254,5.608379098,5.984182951,5.461113088,5.60240866,5.632778195,5.685522176,5.849919041
"Glyma12g21090.2",0.802444419,2.195941712,0.802444419,2.504094126,2.54603671,0.802444419,2.400776787,1.925188497,0.802444419
"Glyma06g30612.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,2.400776787,1.606099385,0.802444419
"Glyma06g16800.2",0.802444419,0.802444419,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma12g04800.1",0.802444419,0.802444419,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,1.606099385,0.802444419
"Glyma04g05980.2",0.802444419,0.802444419,0.802444419,0.802444419,1.495619672,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g20485.1",3.189934035,0.802444419,1.763406798,0.802444419,1.773750117,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma19g43365.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma14g39190.1",8.635028132,8.344856896,8.121249818,5.984182951,6.479509055,5.478771324,7.076083325,7.883612759,7.58287123
"Glyma10g03631.3",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma18g46033.1",0.802444419,2.480108018,2.634493029,3.100206401,2.299330519,3.295618641,2.400776787,1.780646184,2.629277496
"Glyma12g15421.1",9.550451435,9.53467586,9.618825988,9.929086398,10.32321738,10.41736469,9.246778011,9.408538731,9.971199695
"Glyma08g14485.6",3.928861976,3.353473394,2.906502055,2.504094126,3.220032249,0.802444419,3.800033846,3.788610379,3.680652147
"Glyma04g39690.1",5.677956063,6.683205501,6.487969617,5.711719484,6.226156702,6.466919284,6.509358112,6.707761482,6.721930304
"Glyma14g06540.4",3.928861976,3.353473394,3.899687461,4.08008541,3.220032249,3.295618641,3.669489075,3.530423018,3.680652147
"Glyma18g46716.3",2.57615938,3.587762083,3.641178542,2.504094126,2.299330519,3.48353348,2.717845277,3.166774704,2.979755932
"Glyma13g36610.1",3.928861976,3.353473394,3.641178542,3.508926494,3.617015097,2.815709867,2.970397346,2.519621769,2.629277496
"Glyma17g35830.2",8.739493215,8.42081608,8.632505976,6.265206113,6.076165855,6.28221166,6.857704456,7.056745191,6.943846312
"Glyma05g26210.2",3.189934035,3.963154457,3.198162033,2.504094126,3.006235812,2.815709867,4.226705426,3.299105444,3.484529468
"Glyma11g02551.1",0.802444419,2.480108018,1.969199029,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma05g01640.1",9.12612704,9.020560077,9.121615047,9.490065016,9.86905972,9.924420367,8.162611744,8.099087933,8.059112625
"Glyma10g42100.1",7.603932301,7.485707601,6.78970245,8.148430305,8.592449622,8.587480766,6.617759171,6.860391866,6.962424673
"Glyma19g31030.1",7.31027037,7.196870847,6.980670493,4.93540082,5.673500464,5.787444605,5.941884195,6.078604844,6.036940311
"Glyma16g00790.2",8.510642263,8.40594084,8.081180251,6.944713629,7.635434974,7.736929154,8.076611652,7.985129233,8.024172905
"Glyma04g43520.4",0.802444419,2.902131009,2.634493029,0.802444419,2.299330519,2.485804332,2.717845277,2.79429905,2.979755932
"Glyma08g19410.2",6.941122065,5.166704137,6.147359949,8.048176734,8.407772131,7.968778491,7.923148476,7.861389891,8.015304127
"Glyma16g26070.1",5.055331333,5.395194889,5.608379098,3.508926494,3.843760721,3.648803158,2.400776787,1.606099385,0.802444419
"Glyma09g03700.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma08g16150.3",3.60822179,3.219282553,3.131044685,2.504094126,3.284326375,2.815709867,4.226705426,3.817761013,3.680652147
"Glyma01g36900.1",0.802444419,1.806181881,2.412894115,2.504094126,3.152509389,2.485804332,2.970397346,2.967061604,4.143559112
"Glyma03g31860.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,1.374338448,0.802444419
"Glyma13g28120.1",5.591163423,5.941121234,6.019199985,7.1795049,7.727720219,8.013958589,8.138558956,8.157778008,7.923481843
"Glyma02g09550.1",3.189934035,2.902131009,3.593010849,3.508926494,3.514821475,0.802444419,2.970397346,1.925188497,3.255648587
"Glyma20g01720.1",6.111114732,5.765632398,5.547687564,4.651633371,5.095128179,4.268174867,5.409425046,4.987050165,5.325709869
"Glyma03g05120.5",0.802444419,2.708883726,2.906502055,3.100206401,3.081390186,2.024570893,2.717845277,3.166774704,2.629277496
"Glyma12g29730.1",4.409914796,4.612079851,4.473632557,3.508926494,4.577856809,4.365060981,4.131515099,4.738662748,4.591037204
"Glyma01g32940.1",0.802444419,3.691498409,2.284122113,0.802444419,0.802444419,3.077327899,1.960025921,2.440040652,2.629277496
"Glyma02g13180.5",5.400091136,4.190730225,5.11730888,3.82347168,4.363046337,3.48353348,4.226705426,3.758838685,3.680652147
"Glyma04g34241.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g42030.1",3.189934035,2.902131009,2.634493029,3.100206401,2.750602782,3.648803158,6.371640456,5.875083619,5.724814166
"Glyma16g29590.4",4.409914796,5.017709522,5.11730888,4.93540082,4.720092494,4.62150018,4.399832955,4.172784626,3.680652147
"Glyma20g23550.1",6.713756545,6.351658831,6.105893822,7.678266489,8.308541984,8.121080755,7.805864931,7.788972015,7.904394589
"Glyma06g14550.2",5.055331333,4.503860824,3.976240132,4.651633371,4.038849525,3.796464751,3.919421798,3.846316706,2.979755932
"Glyma13g03316.1",0.802444419,1.806181881,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma19g14000.2",5.055331333,4.977911166,5.031141448,4.800537794,5.741556707,5.085207333,5.487793233,5.084985441,5.325709869
"Glyma10g42001.9",0.802444419,2.195941712,1.488107454,3.508926494,1.981549201,0.802444419,0.802444419,2.050358216,2.134442499
"Glyma08g46330.1",4.409914796,5.693887663,5.362716282,5.467097437,5.957222425,6.12627263,5.913793844,6.113759686,6.535961833
"Glyma14g08331.2",3.189934035,3.070193613,4.083789975,3.100206401,4.273326104,4.268174867,4.226705426,4.195029382,4.143559112
"Glyma04g09325.2",3.928861976,4.190730225,4.499621426,0.802444419,3.665414987,2.815709867,3.364437003,2.967061604,2.979755932
"Glyma07g03300.2",2.57615938,3.788031682,3.976240132,4.651633371,4.391737343,4.365060981,3.919421798,3.697318402,4.143559112
"Glyma08g12520.1",0.802444419,2.195941712,2.138459829,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma02g04820.1",0.802444419,0.802444419,0.802444419,0.802444419,2.429190874,0.802444419,0.802444419,2.050358216,2.629277496
"Glyma06g13210.1",3.189934035,3.219282553,3.491326922,3.100206401,2.750602782,2.485804332,1.960025921,3.530423018,4.005527029
"Glyma14g03685.1",0.802444419,2.195941712,1.763406798,0.802444419,2.152379961,2.485804332,0.802444419,0.802444419,0.802444419
"Glyma07g07710.3",5.055331333,4.894838485,5.275526432,4.08008541,4.24211383,3.930005221,5.283230233,4.301300759,4.269312365
"Glyma12g04270.1",0.802444419,2.708883726,1.763406798,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma10g34870.2",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma17g09351.1",5.498797641,5.899212831,6.455330841,5.553342477,5.774415149,5.716258344,5.913793844,5.430409021,5.141950986
"Glyma10g39720.5",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma03g03150.1",0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419,0.802444419
"Glyma15g13690.1",4.600559949,5.425061533,4.599085117,5.920745874,6.004139206,5.562365272,5.283230233,5.448898555,6.105441425
"Glyma02g09820.4",3.60822179,3.475608771,2.822146858,3.100206401,3.404429577,2.485804332,2.717845277,2.731104899,2.979755932
"Glyma13g43235.1",4.409914796,5.333533195,5.11730888,4.800537794,5.31976012,5.679300111,5.326537964,5.334217262,5.075072909
"Glyma02g01680.2",2.57615938,2.480108018,1.969199029,0.802444419,1.773750117,0.802444419,2.400776787,1.606099385,0.802444419
"Glyma15g17221.2",0.802444419,0.802444419,0.802444419,4.08008541,2.750602782,3.077327899,2.400776787,2.519621769,0.802444419
"Glyma15g18860.4",2.57615938,3.878324529,3.641178542,5.17215966,3.843760721,3.48353348,2.717845277,2.912002562,2.134442499
"Glyma11g05710.1",8.624153213,8.720410505,8.665684387,9.214175968,9.404747481,9.555707844,9.378404762,9.575872298,9.769743192
"Glyma17g06520.2",3.60822179,3.353473394,3.323111951,5.17215966,4.82868765,5.343497585,4.991751957,4.783169129,4.143559112
"Glyma05g03270.3",6.62923669,6.580933847,6.730928684,7.716099348,7.342559569,6.988524151,7.088693582,7.138638427,7.276360836
